,player_id,First Name,Last Name,Hand,Country,Height,Elo Rating,Clay Elo Rating,Hard Elo Rating,Grass Elo Rating,Carpet Elo Rating,n_games,last_game
160,106216,Bjorn,Fratangelo,R,USA,183,1526.0,1487.0,1503.0,1511.0,1500.0,62,2023-07-31
161,209414,Luca,Van Assche,R,FRA,178,1525.0,1471.0,1507.0,1511.0,1500.0,61,2024-02-03
162,105487,Facundo,Bagnis,L,ARG,183,1524.0,1545.0,1514.0,1505.0,1500.0,131,2024-04-22
163,106075,Jozef,Kovalik,R,SVK,183,1522.0,1453.0,1525.0,1481.0,1500.0,81,2024-09-13
164,105011,Illya,Marchenko,R,UKR,185,1521.0,1424.0,1478.0,1455.0,1500.0,161,2023-08-21
165,105882,Stefano,Travaglia,R,ITA,185,1520.0,1489.0,1506.0,1515.0,1500.0,85,2023-08-28
166,106043,Diego,Schwartzman,R,ARG,170,1519.0,1481.0,1526.0,1502.0,1500.0,476,2024-08-26
167,111200,Elias,Ymer,R,SWE,185,1519.0,1452.0,1512.0,1503.0,1500.0,118,2024-09-14
168,104291,Malek,Jaziri,R,TUN,185,1517.0,1471.0,1487.0,1464.0,1499.0,243,2023-02-27
169,105477,Marco,Trungelliti,R,ARG,178,1516.0,1448.0,1477.0,1510.0,1500.0,41,2024-09-18
170,105932,Nikoloz,Basilashvili,R,GEO,185,1515.0,1483.0,1452.0,1508.0,1512.0,318,2023-03-06
171,105806,Mirza,Basic,R,BIH,188,1515.0,1450.0,1484.0,1489.0,1524.0,75,2024-09-14
172,103499,Aqeel,Khan,R,PAK,0,1514.0,1464.0,1501.0,1488.0,1502.0,75,2024-09-14
173,106000,Damir,Dzumhur,R,BIH,175,1513.0,1509.0,1512.0,1443.0,1499.0,274,2024-02-03
174,122669,Juan Pablo,Varillas,R,PER,185,1513.0,1518.0,1405.0,1469.0,1500.0,84,2024-09-13
175,104755,Richard,Gasquet,R,FRA,183,1511.0,1504.0,1525.0,1512.0,1486.0,1022,2024-11-04
176,109739,Maximilian,Marterer,L,GER,188,1510.0,1554.0,1481.0,1523.0,1500.0,120,2024-09-14
177,105948,Federico,Coria,R,ARG,180,1508.0,1512.0,1444.0,1461.0,1500.0,127,2024-08-26
178,104665,Pablo,Andujar,R,ESP,180,1508.0,1541.0,1444.0,1484.0,1500.0,408,2023-04-17
179,105815,Tennys,Sandgren,R,USA,188,1507.0,1476.0,1499.0,1511.0,1500.0,123,2024-02-05
180,202195,Maxime,Cressy,R,USA,201,1507.0,1487.0,1457.0,1503.0,1500.0,101,2024-07-29
181,105633,Mohamed,Safwat,R,EGY,180,1507.0,1572.0,1488.0,1506.0,1507.0,42,2024-02-02
182,106045,Denis,Kudla,R,USA,180,1505.0,1493.0,1500.0,1523.0,1500.0,204,2024-04-01
183,144817,Marc Andrea,Huesler,L,SUI,196,1504.0,1484.0,1486.0,1502.0,1500.0,83,2024-09-13
184,105877,Emilio,Gomez,R,ECU,185,1502.0,1512.0,1493.0,1500.0,1500.0,54,2024-02-02
185,106121,Taro,Daniel,R,JPN,191,1501.0,1413.0,1446.0,1498.0,1500.0,237,2024-10-14
186,106214,Oscar,Otte,R,GER,193,1499.0,1555.0,1493.0,1485.0,1500.0,86,2024-06-17
187,105613,Norbert,Gombos,R,SVK,193,1498.0,1489.0,1536.0,1485.0,1500.0,85,2024-09-15
188,103852,Feliciano,Lopez,L,ESP,188,1495.0,1447.0,1596.0,1508.0,1574.0,1004,2023-06-26
189,106220,Dimitar,Kuzmanov,R,BUL,183,1494.0,1497.0,1478.0,1500.0,1512.0,38,2024-02-03
190,105077,Albert,Ramos,L,ESP,188,1494.0,1493.0,1532.0,1509.0,1500.0,613,2024-08-26
191,105641,Blaz,Rola,L,SLO,193,1493.0,1535.0,1441.0,1479.0,1500.0,38,2023-09-15
