Rank  Name                    Rating
6329.  Mariusz Fyrstenberg          -40.009
6330.  Neal Higgins                 -40.031
6331.  Luc Ondobo                   -40.031
6332.  Bruno Capineri               -40.096
6333.  Keith Stephens               -40.098
6334.  Sachio Kato                  -40.144
6335.  Aivaras Balzekas             -40.164
6336.  Selim Ben Hadjali            -40.199
6337.   Mazariegos                  -40.238
6338.  Mauricio Doria Medina        -40.251
6339.  Chi Yuen Pang                -40.281
6340.  Ilya Snitari                  -40.31
6341.  Pascal Schaul                -40.403
6342.  E H Woodruff                 -40.404
6343.  Youssef Hassan               -40.407
6344.  Ali Al Zubaidi               -40.409
6345.  Keith Eckersall              -40.412
6346.  Knud Erik Nielsen            -40.415
6347.  Steve Turner                  -40.42
6348.  Bret Richardson              -40.425
6349.  Edas Butvilas                -40.431
6350.  Alti Vahkal                  -40.441
6351.  Mohammed Ahmed Saleh         -40.445
6352.  Andrei Ciumac                -40.477
6353.  Bernd Loibl                  -40.488
6354.  Hakki Ozgenel                -40.535
6355.  John Ross                    -40.577
6356.  Martin Garcia                -40.619
6357.  Philippe Koffi               -40.681
6358.  Abedallah Shelbayh             -40.7
6359.  Noel Jensen                  -40.715
6360.  Rachid Baba Aissa            -40.716
6361.  Stefan Kinsch                -40.728
6362.  Claude England               -40.737
6363.  Serge Gramegna               -40.767
6364.  Sebastian Dominko            -40.771
6365.  Ethan Quinn                  -40.775
6366.  Suresh Menon                 -40.786
6367.  Luka Belic                   -40.792
6368.  Peter Schlotz                -40.827
6369.  Jerry Dewitts                -40.842
6370.  Laurie Warder                -40.843
6371.  Manjule Weerakoon            -40.855
6372.  Tawfiq Moafa                 -40.858
6373.  Larry Cousins                -40.863
6374.  Dick Johnson                 -40.884
6375.  Jan Kodes                    -40.904
6376.  Terry Ehlers                 -40.912
6377.  Paul Pavich                  -40.912
6378.  Hocine Younes                -40.914
6379.  R Sutton                     -40.924
6380.  Fadi Youssef                 -40.929
6381.  Adam Kennedy                 -40.941
6382.  Ognian Kolev                 -40.979
6383.  Jesus Hernandez               -40.98
6384.  Valentin Rahmine             -40.986
6385.  Albert Cheah                  -41.01
6386.  Peit Hein Boekel             -41.016
6387.  Gianni Marchetti             -41.022
6388.  Larry Le Roy                 -41.023
6389.  Christopher Lai               -41.03
6390.  Graham Holloway              -41.031
6391.  Kittipong Wachiramanowong    -41.042
6392.  Tetsuya Chaen                -41.056
6393.  Rami Osman                   -41.093
6394.  Noel Holland                 -41.112
6395.  Ricardo Pazmino              -41.204
6396.  Armistead Neely              -41.208
6397.  Ron Cornell                  -41.239
6398.  Chang Nam Ju                 -41.256
6399.  Kenneth Tuilier Curco        -41.259
6400.  Donald Forsythe              -41.263
6401.  Richard Jooste               -41.269
6402.  Pedro Sousa                  -41.275
6403.  Les Buck                      -41.28
6404.  P Bonfa                      -41.284
6405.  Harel Levy                   -41.302
6406.  Maurizio Capello             -41.309
6407.  Tigran Martirosyan           -41.355
6408.  Craig Gold                   -41.367
6409.  P.F. Kingham                 -41.393
6410.  Derek Pollock                -41.405
6411.  Hussain Akbari               -41.418
6412.  Marco Consolini               -41.42
6413.  Philippe Moggio              -41.454
6414.  Arsenio Marta                -41.467
6415.  Jerome Vanier                -41.488
6416.  Sadri Gueche                 -41.488
6417.  John Mills                   -41.513
6418.  Segun Balogun                -41.517
6419.  Sebastian Quiros             -41.517
6420.  Steve Campbell               -41.521
6421.  Rasid Winklaar               -41.537
6422.  Rudiger Benz                 -41.591
6423.  Glen Mullins                 -41.649
6424.  Aymen Abou Jaber             -41.672
6425.  Michael Shyjan                -41.72
6426.  Eugenio Rossi                -41.735
6427.  Zoltan Kuharszky             -41.787
6428.  Robert Haillet               -41.799
6429.  Bret Garnett                 -41.818
6430.  Gustav Reinach               -41.822
6431.  Erik Ulleberg                -41.846
6432.  Marcos Daniel                 -41.85
6433.  Maxim Bulat                  -41.859
6434.  Emmanuel Paddi               -41.879
6435.  Vittorio Magnelli            -41.901
6436.  Rick Fagel                    -41.91
6437.  Carlos Lando                 -41.956
6438.  Rodrigo Crespo Piedra        -41.998
6439.  Paul Hutchins                -42.013
6440.  Juan Pablo Brzezicki          -42.02
6441.  Mario Piuk                   -42.045
6442.  Tan Ah Peng                  -42.048
6443.  Rotimi Akinloye              -42.056
6444.  Allan Cooper                 -42.059
6445.  Allen Morris                 -42.064
6446.  Gustavo Luza                 -42.081
6447.  Ranjan Wattegedera           -42.124
6448.  Juan Carlos Ayala            -42.134
6449.  Everard De Silva             -42.211
6450.  Chin Chuan Chow              -42.216
6451.  Julian Knowle                -42.225
6452.  Roko Karanusic               -42.276
6453.  Lee Steele                   -42.284
6454.  Joaquin Tort                 -42.289
6455.  Jost Remmert                 -42.352
6456.  Piet Van Eysden              -42.395
6457.  Wayne Cowley                 -42.411
6458.  Arseny Markoff               -42.423
6459.  Piotr Szczepanik             -42.425
6460.  Luke Jensen                  -42.453
6461.  Roman Margoulis              -42.466
6462.  Marc Albert                  -42.496
6463.  D Stanford                   -42.519
6464.  Suharyadi Suharyadi          -42.538
6465.  Olivio Silva                 -42.564
6466.  Denis Ivancovas              -42.659
6467.  Neil Rajapakse               -42.672
6468.  Teo Susnjak                  -42.704
6469.  Frank Sebaratnam             -42.729
6470.  Wade Mcguire                 -42.743
6471.  Elliot Benchetrit            -42.745
6472.  Jad Ballout                  -42.752
6473.  Amable Plaza                 -42.764
6474.  Rowland Phillips             -42.765
6475.  Bor Artnak                   -42.879
6476.  Emilio Nava                  -42.916
6477.  Rafa Orantes                 -42.988
6478.  Faisal Syed Haq              -42.995
6479.  Charles Hoeveler             -43.008
6480.  Ergun Zorlu                  -43.012
6481.  Harvey Spiegel               -43.021
6482.  Crepin Ossombi               -43.021
6483.  Bernhard Pils                -43.026
6484.  James Smith                  -43.065
6485.  Brydan Klein                 -43.083
6486.  Issam Al Tawil               -43.093
6487.  Mark Wilson                  -43.101
6488.  Kimmer Coppejans             -43.141
6489.  Allan Kendall                -43.195
6490.  Roberto Valerio              -43.203
6491.  Emmanuel Udozorh             -43.206
6492.  Shinichi Sakamoto            -43.233
6493.  Gabriel Trifu                -43.286
6494.  Temur Ismailov               -43.296
6495.  Czeslaw Dobrowolski          -43.304
6496.  Gitanas Mazonas              -43.305
6497.  R Giles                      -43.339
6498.  Pablo Albano                 -43.363
6499.  Tim Goransson                -43.407
6500.  Christophe Bernelle          -43.425
6501.  Rodney Harvey                -43.481
6502.  Stanislav Bykov              -43.487
6503.  Kristien Cee                 -43.509
6504.  Didac Perez                  -43.556
6505.  Petros Baghdatis             -43.589
6506.  Robbie Koenig                -43.606
6507.  David Tate                   -43.646
6508.  Franz Luna Lavidalie           -43.7
6509.  Jeff Simpson                 -43.709
6510.  Piet Veentjer                -43.727
6511.  Brian Devening               -43.731
6512.  Thien Nguyen Hoang           -43.749
6513.  Gehad El Deeb                -43.752
6514.  Zhe Li                       -43.791
6515.  Jeffrey J F Robinson         -43.801
6516.  Jonathan Eysseric            -43.873
6517.  Karl Richter                 -43.883
6518.  Sulaiman Al Rawahi           -43.894
6519.  Bobby Heald                  -43.912
6520.  Marco Gilardelli             -43.933
6521.  Teza Simunyola               -43.956
6522.  Simon Rea                    -43.973
6523.  Javier Marti                 -43.989
6524.  David Lewis                   -44.01
6525.  Pavel Vizner                 -44.062
6526.  Juan Carlos Ramirez          -44.063
6527.  Jose Baires                  -44.078
6528.  Salvador Andres Bolanos      -44.094
6529.  Roland Russo                 -44.153
6530.  Julio Silva                  -44.196
6531.  Rafael Avalos Brenes         -44.214
6532.  Diego Acuna                  -44.247
6533.  Vaclav Roubicek              -44.253
6534.  Ricardo Gonzalez Diaz        -44.263
6535.  Charles Beckman              -44.283
6536.  Sergey Fomin                 -44.328
6537.  Andres Battad                -44.333
6538.  Terence Nugent               -44.334
6539.  Luca Nardi                   -44.347
6540.  Carlos Feldstedt             -44.357
6541.  Bob Sprengelmeyer            -44.363
6542.  Graydon Garner               -44.392
6543.  Jhonnatan Medina Alvarez     -44.393
6544.  Roberto Graetz               -44.402
6545.  Alphonse Neu                 -44.403
6546.  Abdul Rahman Shehab          -44.439
6547.  Tobias Summerer              -44.445
6548.  Denis Galea                  -44.476
6549.  Mihnea Ion Nastase           -44.503
6550.  Rikard Bergh                 -44.549
6551.  Frank Cornell Jr             -44.586
6552.  Paul Spengler                -44.634
6553.  A Berwitz                    -44.645
6554.  Shoichi Horiuchi             -44.657
6555.  Thierry Quintin              -44.703
6556.  Alexander Skrypko              -44.8
6557.  Dragan Stojovic              -44.811
6558.  Warit Sornbutnark            -44.813
6559.  Dieter Schultheiss           -44.834
6560.  Gustavo Ramirez              -44.857
6561.  Panomkorn Pladchunil         -44.866
6562.  Sonchat Ratiwatana           -44.876
6563.  Oliver Golding               -44.939
6564.  Ando Rasolomalala            -44.949
6565.  Thierry Van Den Daele        -44.989
6566.  Irakli Ushangishvili         -45.015
6567.  Khairuddin Baharom           -45.057
6568.  Per Larsson                  -45.066
6569.  Ahmed Ben Omar               -45.125
6570.  Stephane Huet                -45.188
6571.  Mikael Stadling              -45.191
6572.  Mate Pavic                   -45.233
6573.  C Munoz                      -45.255
6574.  Hrage Magarian               -45.321
6575.  Gavorielle Marcu              -45.39
6576.  Joao Maio                    -45.407
6577.  Bill Csipkay                 -45.417
6578.  Meer Mohammed Khan           -45.468
6579.  Rohan Summers                -45.488
6580.  Gerry Doherty                -45.548
6581.  Stephane Bohli               -45.595
6582.  S Pearson                    -45.637
6583.  Jalil Khan                   -45.711
6584.  Fred Hemmes                  -45.724
6585.  S Eummongkol                 -45.758
6586.  Ron Hightower                -45.769
6587.  John McDonald                -45.832
6588.  Bob Bardsley                 -45.888
6589.  Matthias Mauritz             -45.923
6590.  Brendan O'Shea               -45.979
6591.  Abdulla Hajji                -46.083
6592.  Alexander Cozbinov           -46.085
6593.  Arthur Carrington            -46.228
6594.  Max Hans Rehberg             -46.239
6595.  Desmond Tyson                -46.241
6596.  Murat Gurler                 -46.333
6597.  Oscar Hernandez              -46.478
6598.  Federico Rodriguez           -46.534
6599.  Marc Polmans                 -46.594
6600.  Pedro Langre                 -46.639
6601.  Karlis Lejnieks              -46.641
6602.  Edoardo Mazza                -46.658
6603.  Mervyn Morris                -46.664
6604.  Andres Vatrican              -46.746
6605.  Paul Harsanyi                -46.746
6606.  Gene Russo                   -46.931
6607.  Chaim Arlozorov              -46.969
6608.  Alex Stepanek                 -46.97
6609.  Ray Keenan                   -46.972
6610.  Eduardo Oncins               -47.005
6611.  Maurizio Bonaiti             -47.014
6612.  Laurynas Grigelis            -47.038
6613.  Juan Antonio Rodriguez       -47.048
6614.  Graeme Thomson               -47.081
6615.  Beejong Sisson               -47.119
6616.  Brant Bailey                  -47.12
6617.  Stephane Sansoni             -47.153
6618.  Tico Carrero                 -47.191
6619.  Bar Tzuf Botzer              -47.248
6620.  Diego Moyano                 -47.262
6621.  Diego Junqueira              -47.302
6622.  Emmanuel Van Der Pol         -47.346
6623.  Billy Yap                    -47.356
6624.  Etsuo Uchiyama               -47.359
6625.  Fabio Di Mauro               -47.373
6626.  Karl Fichtel                 -47.385
6627.  Jacques Vincileoni            -47.39
6628.  Farrukh Dustov               -47.441
6629.  Lorenzo Giustino              -47.48
6630.  Christian Bemba              -47.507
6631.  Michal Przysiezny            -47.564
6632.  Simon Carr                   -47.623
6633.  Tony Hammond                 -47.625
6634.  Christopher Eldon            -47.669
6635.  Murphy Jensen                -47.696
6636.  Eduardo Osta                 -47.729
6637.  Thomas Larsen                -47.774
6638.  Adelo Abadia                  -47.81
6639.  Glenn Petrovic               -47.815
6640.  Des Hill                     -47.876
6641.  Goran Sterijovski             -47.88
6642.  Barry Geraghty               -47.881
6643.  Petru Alexandru Luncanu      -47.983
6644.  Shovon Jamaly                -48.006
6645.  Thomas Blake                 -48.015
6646.  Brandon Perez                -48.048
6647.  Stanislav Vovk               -48.076
6648.  Christophe Boggetti          -48.112
6649.  Yew Ming Si                  -48.136
6650.  Fernando Verdasco              -48.2
6651.  Jan Coebergh                 -48.202
6652.  Sivagnanam Suresh            -48.277
6653.  Ruan Roelofse                -48.392
6654.  Jimmy Casey                  -48.407
6655.  Djamel Boudjemline           -48.417
6656.  Leo Palin                    -48.427
6657.  Lionel Kemajou                -48.43
6658.  Mike Panayotti               -48.622
6659.  Sasa Tuksar                  -48.625
6660.  Karim Maamoun                -48.634
6661.  Linh Giang Trinh             -48.687
6662.  Akira Motomura               -48.731
6663.  Laurie Weatherhog            -48.825
6664.  Skander Mansouri             -48.854
6665.  Mashiska Washington          -48.917
6666.  Yakubu Suleiman              -48.968
6667.  Bernard Pinto                -48.984
6668.  Scott Barron                 -48.991
6669.  Muhammad Shoaib              -49.022
6670.  Ken Jorgenson                -49.045
6671.  Haruo Nakano                 -49.126
6672.  Niranjan Casie Chitty        -49.159
6673.  Gottfried Dallwitz           -49.263
6674.  Andre Zietsmann              -49.382
6675.  Carlos Fernandes             -49.398
6676.  Gerry Waldron                -49.442
6677.  Allan Skelton                -49.458
6678.  Butch Palmer                 -49.474
6679.  Louis Gloria                 -49.601
6680.  Rayno Seegers                -49.604
6681.  Eylon Sinai                  -49.605
6682.  Nicholas Kalogeropoulos      -49.653
6683.  Nino Serdarusic              -49.707
6684.  Sofronio Palahang            -49.712
6685.  Dovydas Sakinis              -49.766
6686.  Young Min Kwon               -49.818
6687.  Enzo Pigola                  -49.832
6688.  Sandor Kiss                  -49.868
6689.  Alexey Vatutin               -49.889
6690.  Shai Puni                    -49.924
6691.  Seung Hoon Lee               -49.929
6692.  George Cosac                 -49.947
6693.  Philippe Grandjean           -50.093
6694.  Patrice Baker                -50.121
6695.  Joao Souza                   -50.136
6696.  Arjun Kadhe                  -50.164
6697.  Gianluca Rinaldini           -50.171
6698.  Luca Vanni                   -50.257
6699.  Mike Urbanija                -50.261
6700.  Freddie De Jesus              -50.27
6701.  Laurent Recouderc            -50.375
6702.  Mark Shires                  -50.434
6703.  Andrej Nedic                 -50.564
6704.  Jose Roberto Velasco         -50.565
6705.  Federico Camacho              -50.63
6706.  Rodrigo Vallejo              -50.649
6707.  Jason Goodall                -50.653
6708.  John Holladay                -50.707
6709.  Fredrik Aarum                -50.759
6710.  Dennis Novak                 -50.896
6711.  Karan Rastogi                -50.937
6712.  Neil Borwick                 -50.959
6713.  Pancho Guzman                -50.964
6714.  Edan Leshem                  -51.046
6715.  Favel Antonio Freyre Perdomo    -51.062
6716.  Oscar Chiarella              -51.109
6717.  Faisal Rahman                -51.111
6718.  Jerome Hanquez               -51.196
6719.  Terje Larsen                  -51.23
6720.  Bob Marcher                  -51.245
6721.  Robert Armytage               -51.31
6722.  Ion Moldovan                 -51.328
6723.  Colin Zeeman                  -51.35
6724.  Roberto Arguello             -51.436
6725.  Eduardo Struvay               -51.46
6726.  Tau Luu                      -51.533
6727.  John Adams                   -51.573
6728.  Paul Van Min                 -51.621
6729.  Patrick Mohr                 -51.635
6730.  Chuck De Voe                 -51.684
6731.  Minhtuan Pham                -51.726
6732.  John Eastburn                -51.771
6733.  Jose Olivares                 -51.79
6734.  Nick Lindahl                 -51.816
6735.  Christian Janssens           -51.837
6736.  Ernesto Lingen               -51.924
6737.  Fabrizio Fanucci              -51.95
6738.  Ron Bohrnstedt               -51.955
6739.  Gunther Prell                -52.003
6740.  Charalampos Kapogiannis      -52.029
6741.  Juan Antonio Marin           -52.035
6742.  Anthony Fawcett              -52.142
6743.  David Whyte                  -52.156
6744.  Marcelo Charpentier          -52.194
6745.  Ray Kelly                    -52.249
6746.  Carlos Junquet               -52.261
6747.  Alex Kim                     -52.498
6748.  Lukas Mugevicius             -52.514
6749.  John Sobel                   -52.524
6750.  Juan Enrique Crosa           -52.533
6751.  Andrew Rae                    -52.59
6752.  Roger Smith                  -52.631
6753.  Martin Schaffl               -52.635
6754.  W Marsden                    -52.656
6755.  Ben Ellwood                  -52.711
6756.  Kodzo Apeti                  -52.747
6757.  Miloslav Lacek               -52.763
6758.  Thierry Brasseur             -52.801
6759.  Gerard Granollers            -52.825
6760.  Enrique Caviglia             -52.885
6761.  Robert Bettauer              -52.891
6762.  Herbert Wiltschnig           -52.907
6763.  Ayrton Wibowo                 -52.95
6764.  Igor Kunitsyn                -53.061
6765.  Ramkumar Ramanathan          -53.116
6766.  Dilshod Sharifi               -53.18
6767.  Famiano Meneschincheri       -53.207
6768.  Luis Bruguera                -53.213
6769.  Manlio Bartoni               -53.227
6770.  Woo Ryong Lee                -53.236
6771.  Joe Bouquin                  -53.249
6772.  Irakli Kunchulia             -53.311
6773.  Dave Michau                  -53.363
6774.  Marko Topo                   -53.452
6775.  Marco Meneschincheri         -53.502
6776.  Eleuterio Martins            -53.619
6777.  Glen Holroyd                 -53.642
6778.  Mehdi Tahiri                 -53.663
6779.  Yasitha De Silva             -53.711
6780.  Lothar Lanz                  -53.726
6781.  Adam Hornby                  -53.781
6782.  Anthony Billington           -53.812
6783.  Peter Lindgren               -53.824
6784.  Takanyi Garanganga           -53.833
6785.  Lennart Bergelin             -53.926
6786.  Courtney John Lock           -53.932
6787.  Aleksandre Metreveli         -53.956
6788.  Guillermo Rivas              -53.988
6789.  Peng Sun                     -54.063
6790.  Eric Baer                    -54.123
6791.  Francisco Castillo           -54.175
6792.  Theo Du Plessis              -54.175
6793.  Den Wen Lin                  -54.225
6794.  Ariel Behar                  -54.272
6795.  Stuart Bale                  -54.295
6796.  Massimo Cierro               -54.303
6797.  Ross Walker                  -54.334
6798.  Charles Auffray               -54.43
6799.  Seung Bok Baek               -54.459
6800.  Tomislav Jotovski            -54.472
6801.  Sten Sumberg                 -54.477
6802.  Torben Theine                -54.513
6803.  Massimo Di Domenico          -54.555
6804.  Patrik Fredriksson           -54.593
6805.  Bobby Odasz                  -54.625
6806.  Nils Elvik                   -54.632
6807.  Mike Barr                    -54.666
6808.  Warren Jacques                -55.06
6809.  James Mccabe                 -55.085
6810.  Jaymon Crabb                 -55.091
6811.  Stewart Doyle                -55.126
6812.  Dacio Campos                 -55.211
6813.  Menelaos Efstathiou          -55.241
6814.  Milko Petkov                 -55.306
6815.  Juan Pablo Queirolo          -55.388
6816.  Juan Pablo Guzman            -55.397
6817.  Akira Santillan              -55.441
6818.  Marko Djokovic               -55.468
6819.  Jose Guerrero                -55.473
6820.  Mohammed Rajan Sundera Karuppiah    -55.487
6821.  Gunther Darkey               -55.513
6822.  Jacob Rasolondrazana         -55.572
6823.  Julian Saborio               -55.573
6824.  Dawood Dawoodian              -55.58
6825.  Alain Brichant               -55.698
6826.  Tapio Nurminen               -55.732
6827.  Oliver Fuchs                 -55.735
6828.  Calvin Hemery                -55.763
6829.  Hans Hansson                 -55.774
6830.  Steven Kangwa                  -55.8
6831.  Alberto Franco               -55.828
6832.  Ignacio Garcia               -55.878
6833.  Fabio Sical                  -55.923
6834.  Andre Van Der Merwe A        -55.978
6835.  Octavio Piva                 -56.009
6836.  Jonathan Igbinovia           -56.012
6837.  Moon Il Kim                  -56.024
6838.  Ian Parkin                   -56.097
6839.  Kemal Anbar                  -56.103
6840.  Billy Nealon                  -56.12
6841.  Joao Lagos                   -56.125
6842.  Kenneth Andersson            -56.132
6843.  Dentry Mortimer              -56.143
6844.  Maxime Janvier               -56.175
6845.  Lassantha Fernando           -56.195
6846.  Khaled Baligh                -56.422
6847.  Mike Machette                -56.433
6848.  Eoin Collins                 -56.474
6849.  Dragos Nicolae Madaras       -56.475
6850.  Agustin Velotti              -56.489
6851.  David Imonitie               -56.622
6852.  Peter Mockler                -56.723
6853.  Peter Doohan                 -56.749
6854.  Shoichi Tatsuno              -56.755
6855.  Peter Hannon                   -56.8
6856.  Srinath Prahlad              -56.808
6857.  Roger Guedes                 -56.874
6858.  Andrei Vasilevski            -56.889
6859.  Bob Brien                     -56.93
6860.  Marian Vajda                 -57.149
6861.  Daouda Ndiaye                -57.155
6862.  Robert Lee                   -57.189
6863.  Victor Pereira               -57.228
6864.  Barry Cowan                  -57.306
6865.  Iphton Louis                 -57.343
6866.  Noujeim Hakimi               -57.365
6867.  Salvador Cabeza              -57.382
6868.  Benjamin Mitchell            -57.382
6869.  Noel Rutherford              -57.408
6870.  John Schaefer                -57.437
6871.  Tracy Delatte                 -57.45
6872.  Geoffrey Blancaneaux         -57.494
6873.  Abdel Aslam Mahmoudi         -57.556
6874.  Mark Buckley                 -57.575
6875.  Farah Al Somali              -57.614
6876.  Abdul Mumin Babalola          -57.62
6877.  John Boytim                  -57.624
6878.  David Segal                  -57.632
6879.  Jean Noel Said               -57.753
6880.  Kaipo Marshall               -57.796
6881.  Evert Schneider              -57.804
6882.  Jeson Patrombon              -57.843
6883.  Po Tao                         -57.9
6884.  Doug Smith                   -57.917
6885.  Ayed Zatar                   -58.013
6886.  Jesse Flores                 -58.027
6887.  Philip Bester                 -58.07
6888.  Tony Bowles                  -58.126
6889.  Jamie Delgado                -58.261
6890.  Patricio Arnold              -58.274
6891.  Musaad Al Jazzaf             -58.281
6892.  Issa Khodaei                 -58.282
6893.  Stefan Svensson              -58.291
6894.  Richard Ashby                -58.301
6895.  Christopher Lawson           -58.397
6896.  Wisnu Adi Nugroho            -58.469
6897.  Huub Van Boeckel             -58.472
6898.  Brett Baudinet               -58.512
6899.  Elbert Sie                   -58.579
6900.  Martins Podzus               -58.588
6901.  Rolando Ruel                  -58.74
6902.  Jose Rubin Statham           -58.825
6903.  Harri Heliovaara             -58.859
6904.  Ahmed Ramadan                -58.901
6905.  Pancho Castillo              -58.935
6906.  Bernard Montrenaud           -58.965
6907.  Orlando Agudelo               -58.97
6908.  Daniel Cox                   -59.077
6909.  Gabriel Flores Ruiz            -59.1
6910.  Christophe Rochus            -59.199
6911.  Kentaro Masuda                -59.32
6912.  Sacha Thoma                  -59.366
6913.  Gary Kesl                    -59.443
6914.  Jose Daher                   -59.447
6915.  Nial Brash                   -59.453
6916.  Daniel Elsner                -59.458
6917.  Sven Koehler                 -59.477
6918.  Jeremie Malan                -59.521
6919.  Paul Deuble                  -59.529
6920.  Hans Dieter Beutel           -59.573
6921.  Nicolas Mejia                -59.594
6922.  Wayne Hampson                -59.609
6923.  Vicente Solves               -59.661
6924.  Piet Norval                  -59.687
6925.  Shozo Shiraishi               -59.69
6926.  Kiranpal Pannu               -59.748
6927.  Miguel Maurtua                -59.86
6928.  Daniel Danilovic             -59.918
6929.  Efe Ustundag                 -59.936
6930.  Frank Dennhardt              -60.033
6931.  Justin Bower                 -60.036
6932.  Mubarak Al Tobaishi          -60.077
6933.  Desmond Mckenzey             -60.119
6934.  Carlos Alvarado               -60.19
6935.  Michele Pirro                -60.236
6936.  Isak Arvidsson               -60.261
6937.  Nicholas Malcolm              -60.28
6938.  Miguel Soares                -60.344
6939.  Rene Busch                    -60.37
6940.  Kristjan Tamm                -60.495
6941.  Tom James                     -60.51
6942.  John Hui                     -60.746
6943.  Haluk Akkoyun                -60.763
6944.  Jose Cordeiro                -60.883
6945.  Randall King                 -60.998
6946.  Andres Weisskopf             -61.016
6947.  Janos Benyik                 -61.083
6948.  Rupert Dorey                 -61.132
6949.  Ian Beverly                  -61.165
6950.  Olivier Patience             -61.176
6951.  Shane Stone                  -61.191
6952.  Tom Mercer                   -61.221
6953.  Thiago Alves                 -61.388
6954.  Francois Godbout             -61.412
6955.  Keith Reynolds               -61.417
6956.  Jay Clarke                   -61.513
6957.  Gary Donnelly                -61.525
6958.  Jaime Oncins                 -61.543
6959.  Hazuan Hizan                 -61.573
6960.  Bill Cullen                   -61.59
6961.  Michael Davies               -61.612
6962.  Viktor Filipenko             -61.825
6963.  Aleksandr Nedovyesov         -61.901
6964.  Clemens Trimmel              -61.978
6965.  Mark Webster                 -61.998
6966.  Colon Nunez                  -62.091
6967.  Gianluca Naso                -62.207
6968.  Armando Cornejo              -62.243
6969.  Jaime Faria                  -62.255
6970.  Nicolas Barrientos           -62.292
6971.  Bernd Kube                   -62.357
6972.  Barry Phillips Moore         -62.401
6973.  Mike Marcin                  -62.587
6974.  Jacques Grandjean            -62.619
6975.  Ricardo Hocevar              -62.685
6976.  Orville Adams                -62.747
6977.  Sidney Gordon                -62.748
6978.  Asim Shafik                  -62.776
6979.  Lindsay Straney               -62.83
6980.  Kristian Pless               -63.147
6981.  David Miketa                 -63.172
6982.  Christopher Koutrouzas        -63.22
6983.  Timothy Neilly               -63.308
6984.  Miloud Doumbia               -63.333
6985.  Max Hurlimann                -63.334
6986.  Pietro Marzano               -63.375
6987.  Alex Kuznetsov               -63.375
6988.  Claude De Gronckel           -63.386
6989.  Lency Tenai                  -63.387
6990.  Peter Carter                 -63.418
6991.  Jimmy Parker                  -63.68
6992.  Herbert Rapp                 -63.856
6993.  Maurice Hunter               -63.989
6994.  Eero Vasa                    -64.039
6995.  Christian Vinck              -64.058
6996.  Adel Talaat Farid             -64.12
6997.  Nick Fleury                  -64.134
6998.  Anthony Marshall             -64.163
6999.  Jabor Al Mutawa              -64.355
7000.  Michael Hewitt               -64.409
7001.  Ignacio Carou                -64.486
7002.  James Greenhalgh             -64.488
7003.  Rudy Foo                     -64.509
7004.  Eyal Ran                     -64.514
7005.  Chi Yuan Lin                 -64.575
7006.  Gordon Birt                  -64.709
7007.  Adam Walton                  -64.791
7008.  Ney Keller                   -64.848
7009.  Norberto Herrero             -64.931
7010.  Junjo Kawamuri               -65.013
7011.  Mark Meyers                   -65.14
7012.  Constant Lestienne           -65.163
7013.  Michael Fancutt               -65.18
7014.  Robert Angelo                 -65.18
7015.  Chris Bovett                 -65.381
7016.  Tom Christensen              -65.493
7017.  Guillaume Couillard          -65.514
7018.  Adrien Bossel                -65.548
7019.  Hatem Mcdadi                 -65.552
7020.  Kirill Ivanov Smolensky      -65.691
7021.  James Ferguson               -65.717
7022.  John Erik Rustad             -65.835
7023.  Lenny Schloss                -65.837
7024.  Shanker Krishnan             -65.883
7025.  Juan Herrera                 -65.929
7026.  Uwe Gottschalk               -65.982
7027.  Thomas Shimada               -66.012
7028.  Dieter Kindlmann             -66.105
7029.  Ali Yenilmez                 -66.112
7030.  Abraham Sojo                 -66.345
7031.  Grant Doyle                  -66.384
7032.  Micke Kontinen               -66.421
7033.  Ronnie Bathman               -66.464
7034.  Carlos Gomez                 -66.548
7035.  Norbert Oduor                -66.589
7036.  Muzammil Murtaza             -66.663
7037.  Morten Ronneberg             -66.672
7038.  Ouassel Hared                -66.682
7039.  Colin Mchugo                 -66.722
7040.  Carl Chang                    -66.76
7041.  Phillip King                 -66.778
7042.  Sandro Ehrat                 -66.879
7043.  Dan Goldberg                 -66.932
7044.  Thierry Stevaux              -66.942
7045.  Mohammed Akbar Baba          -66.949
7046.  Willem Prinsloo              -67.016
7047.  Orlin Stanoytchev            -67.034
7048.  Raul Antonio Viver           -67.141
7049.  John Clifton                 -67.173
7050.  Sunu Wahyu Trijati           -67.215
7051.  Miles Maclagan               -67.219
7052.  Norman Perry                 -67.303
7053.  Ronan Fearon                 -67.313
7054.  Mike Vermeer                 -67.489
7055.  Octavio Martinez             -67.505
7056.  David Josepa                 -67.531
7057.  D Morgan                     -67.553
7058.  Mait Kunnap                  -67.615
7059.  Fabrizio Matteoli            -67.671
7060.  Enzo Vattuone                -67.694
7061.  Jan Zabrodsky                -67.706
7062.  Luis Rojas                   -67.733
7063.  Jesse Huta Galung            -67.925
7064.  Sam Vuille                    -67.99
7065.  Alan Jackson                  -67.99
7066.  Sasi Kumar Mukund            -67.998
7067.  Aditya Hari Sasongko         -68.118
7068.  Anthony Lane                 -68.187
7069.  Thai Son Kwiatkowski         -68.213
7070.  Francisco Gonzalez           -68.254
7071.  Andrew Castle                -68.278
7072.  Richard Hawkes               -68.286
7073.  George Khrikadze             -68.356
7074.  Jermaine Smith               -68.362
7075.  Ilija Martinoski             -68.499
