player_id,player_id.1,name_first,name_last,hand,country,height,elo_rating,elo_clay_rating,elo_hard_rating,elo_grass_rating,elo_carpet_rating,elo_unknown_rating
108414,108414,Tom,Kieffer,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108417,108417,Tom,Lucci,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108402,108402,Timo,Pulkowski,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108403,108403,Tintus,Wibowo,R,INA,0,0.0,0.0,0.0,0.0,0.0,0.0
108404,108404,Tjerk,Bogtstra,R,NED,0,0.0,0.0,0.0,0.0,0.0,0.0
108432,108432,Tony,Macken,R,CAN,0,0.0,0.0,0.0,0.0,0.0,0.0
108433,108433,Tony,Mitchell,R,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0
108419,108419,Tom,Opsahl,R,NOR,0,0.0,0.0,0.0,0.0,0.0,0.0
108420,108420,Tom,Toomey,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
213274,213274,Eli,Stephenson,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108423,108423,Tomas,Klimek,R,CZE,0,0.0,0.0,0.0,0.0,0.0,0.0
108424,108424,Tomas,Krapl,R,SUI,0,0.0,0.0,0.0,0.0,0.0,0.0
108425,108425,Tomas,Malisewski,R,POL,0,0.0,0.0,0.0,0.0,0.0,0.0
108380,108380,Thilo,Fritschi,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108382,108382,Thomas,Bischof,R,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
108383,108383,Thomas,Breuninger,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108384,108384,Thomas,Burwell,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
213273,213273,Davide,Spina,U,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
108371,108371,Theo,Hoek,R,NED,0,0.0,0.0,0.0,0.0,0.0,0.0
108375,108375,Thierry,Purini,R,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
108426,108426,Tomas,Weindorfer,R,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
108399,108399,Tim,Norton,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108400,108400,Tim,Shadiev,R,RUS,0,0.0,0.0,0.0,0.0,0.0,0.0
108386,108386,Thomas,Fergg,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108388,108388,Thomas,Harr,R,DEN,0,0.0,0.0,0.0,0.0,0.0,0.0
108389,108389,Thomas,Holzmann,R,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
108391,108391,Thomas,Soerensen,R,DEN,0,0.0,0.0,0.0,0.0,0.0,0.0
108392,108392,Thomas,Tunner,R,AUT,0,0.0,0.0,0.0,0.0,0.0,0.0
108393,108393,Tilo,Gforer,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
211017,211017,Tom,Pucci,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211018,211018,Don,Beer,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211019,211019,John,Leles,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211020,211020,Clyde,Witt,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211021,211021,Howard,Jameson,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211022,211022,Chuck,Bleckinger,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108458,108458,V,Vinodramachandran,R,IND,0,0.0,0.0,0.0,0.0,0.0,0.0
213272,213272,Maxwell,Smith,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211025,211025,Rowland,Fellows,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211026,211026,Ken,Jantz,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211027,211027,Jay,Rubinow,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211028,211028,Dennis,Kylur,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211029,211029,Steve,Turpin,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211030,211030,Bob,Reynolds,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211015,211015,Bob,Mcguire,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211016,211016,Roger,Cooper,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211031,211031,Lou,Cabnet,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211032,211032,Dave,Barton,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211033,211033,Barry,Conway,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211034,211034,Stewart,Richter,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211035,211035,Glen,Mullins,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211036,211036,Conway,Unger,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211023,211023,Pete,Daschmans,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211024,211024,Jack,Adolphson,U,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108406,108406,Todd,Viney,R,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
108408,108408,Tom,Csipkay,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108409,108409,Tom,Cuming,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
211041,211041,D,Tunnock,U,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
211042,211042,Freddy,Field,U,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0
211043,211043,John,Satchwell Smith,U,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0
211044,211044,Keith,Spurgeon,U,GBR,0,0.0,0.0,0.0,0.0,0.0,0.0
211045,211045,Per Erik,Dahl,U,NOR,0,0.0,0.0,0.0,0.0,0.0,0.0
108491,108491,Walter,Antosch,R,GER,0,0.0,0.0,0.0,0.0,0.0,0.0
108492,108492,Walter,Bertini,R,ITA,0,0.0,0.0,0.0,0.0,0.0,0.0
108493,108493,Walter,Dolhare,R,ARG,0,0.0,0.0,0.0,0.0,0.0,0.0
108495,108495,Wang Cheng,Hsieh,R,TPE,0,0.0,0.0,0.0,0.0,0.0,0.0
108496,108496,Warren,Brooks,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108497,108497,Warren,Fulgenzi,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
108482,108482,Vladimir,Petrushenko,R,RUS,0,0.0,0.0,0.0,0.0,0.0,0.0
108483,108483,Vladimir,Zibrat,R,SLO,0,0.0,0.0,0.0,0.0,0.0,0.0
108449,108449,Troy,Turnbull,R,NZL,0,0.0,0.0,0.0,0.0,0.0,0.0
108435,108435,Tony,Pipa,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
213271,213271,James,Sim,U,NZL,0,0.0,0.0,0.0,0.0,0.0,0.0
108437,108437,Tony,Stone,R,AUS,0,0.0,0.0,0.0,0.0,0.0,0.0
108438,108438,Tony,Trear,R,USA,0,0.0,0.0,0.0,0.0,0.0,0.0
