Rank  Name                               Rating
6560.    Thien Nguyen Hoang                 -45.61 
6561.    S Pearson                         -45.637 
6562.    Jalil Khan                        -45.711 
6563.    Fred Hemmes                       -45.724 
6564.    Juan Borba                        -45.755 
6565.    S Eummongkol                      -45.758 
6566.    Ron Hightower                     -45.769 
6567.    John McDonald                     -45.832 
6568.    Bob Bardsley                      -45.888 
6569.    Matthias Mauritz                  -45.923 
6570.    Brendan O'Shea                    -45.979 
6571.    Luca Nardi                        -46.034 
6572.    Abdulla Hajji                     -46.083 
6573.    Arthur Carrington                 -46.228 
6574.    Desmond Tyson                     -46.241 
6575.    Murat Gurler                      -46.333 
6576.    Oscar Hernandez                   -46.478 
6577.    Federico Rodriguez                -46.534 
6578.    Pedro Langre                      -46.639 
6579.    Karlis Lejnieks                   -46.641 
6580.    Edoardo Mazza                     -46.658 
6581.    Mervyn Morris                     -46.664 
6582.    Alexander Cozbinov                -46.716 
6583.    Andres Vatrican                   -46.746 
6584.    Paul Harsanyi                     -46.746 
6585.    Brandon Perez                     -46.771 
6586.    Max Hans Rehberg                  -46.852 
6587.    Gene Russo                        -46.931 
6588.    Elliot Benchetrit                 -46.955 
6589.    Chaim Arlozorov                   -46.969 
6590.    Alex Stepanek                      -46.97 
6591.    Ray Keenan                        -46.972 
6592.    Eduardo Oncins                    -47.005 
6593.    Maurizio Bonaiti                  -47.014 
6594.    Juan Antonio Rodriguez            -47.048 
6595.    Graeme Thomson                    -47.081 
6596.    Beejong Sisson                    -47.119 
6597.    Brant Bailey                       -47.12 
6598.    Stephane Sansoni                  -47.153 
6599.    Tico Carrero                      -47.191 
6600.    Diego Moyano                      -47.262 
6601.    Diego Junqueira                   -47.302 
6602.    Emmanuel Van Der Pol              -47.346 
6603.    Billy Yap                         -47.356 
6604.    Etsuo Uchiyama                    -47.359 
6605.    Fabio Di Mauro                    -47.373 
6606.    Karl Fichtel                      -47.385 
6607.    Jacques Vincileoni                 -47.39 
6608.    Christian Bemba                   -47.507 
6609.    Tony Hammond                      -47.625 
6610.    Christopher Eldon                 -47.669 
6611.    Murphy Jensen                     -47.696 
6612.    Eduardo Osta                      -47.729 
6613.    Thomas Larsen                     -47.774 
6614.    Jesse Huta Galung                 -47.807 
6615.    Adelo Abadia                       -47.81 
6616.    Glenn Petrovic                    -47.815 
6617.    Des Hill                          -47.876 
6618.    Goran Sterijovski                  -47.88 
6619.    Barry Geraghty                    -47.881 
6620.    Petru Alexandru Luncanu           -47.983 
6621.    Shovon Jamaly                     -48.006 
6622.    Thomas Blake                      -48.015 
6623.    Mate Delic                        -48.056 
6624.    Stanislav Vovk                    -48.076 
6625.    Christophe Boggetti               -48.112 
6626.    Yew Ming Si                       -48.136 
6627.    Yann Marti                        -48.192 
6628.    Jan Coebergh                      -48.202 
6629.    Sivagnanam Suresh                 -48.277 
6630.    Skander Mansouri                  -48.369 
6631.    Jimmy Casey                       -48.407 
6632.    Djamel Boudjemline                -48.417 
6633.    Leo Palin                         -48.427 
6634.    Lionel Kemajou                     -48.43 
6635.    Marc Polmans                       -48.46 
6636.    Mike Panayotti                    -48.622 
6637.    Sasa Tuksar                       -48.625 
6638.    Karim Maamoun                     -48.634 
6639.    Akira Motomura                    -48.731 
6640.    Laurie Weatherhog                 -48.825 
6641.    Mashiska Washington               -48.917 
6642.    Yakubu Suleiman                   -48.968 
6643.    Bernard Pinto                     -48.984 
6644.    Scott Barron                      -48.991 
6645.    Ken Jorgenson                     -49.045 
6646.    Lorenzo Giustino                  -49.086 
6647.    Haruo Nakano                      -49.126 
6648.    Niranjan Casie Chitty             -49.159 
6649.    Gottfried Dallwitz                -49.263 
6650.    Andre Zietsmann                   -49.382 
6651.    Carlos Fernandes                  -49.398 
6652.    Gerry Waldron                     -49.442 
6653.    Allan Skelton                     -49.458 
6654.    Butch Palmer                      -49.474 
6655.    Juan Carlos Ramirez               -49.474 
6656.    Louis Gloria                      -49.601 
6657.    Rayno Seegers                     -49.604 
6658.    Eylon Sinai                       -49.605 
6659.    Nicholas Kalogeropoulos           -49.653 
6660.    Sofronio Palahang                 -49.712 
6661.    Micke Kontinen                    -49.716 
6662.    Dovydas Sakinis                   -49.766 
6663.    Young Min Kwon                    -49.818 
6664.    Enzo Pigola                       -49.832 
6665.    Sandor Kiss                       -49.868 
6666.    Shai Puni                         -49.924 
6667.    Seung Hoon Lee                    -49.929 
6668.    George Cosac                      -49.947 
6669.    Philippe Grandjean                -50.093 
6670.    Simon Carr                        -50.117 
6671.    Patrice Baker                     -50.121 
6672.    Gianluca Rinaldini                -50.171 
6673.    Freddie De Jesus                   -50.27 
6674.    Ali Ghareeb                       -50.331 
6675.    Laurent Recouderc                 -50.375 
6676.    Mark Shires                       -50.434 
6677.    Muhammad Shoaib                   -50.459 
6678.    Jose Roberto Velasco              -50.565 
6679.    Federico Camacho                   -50.63 
6680.    Rodrigo Vallejo                   -50.649 
6681.    Jason Goodall                     -50.653 
6682.    John Holladay                     -50.707 
6683.    Fredrik Aarum                     -50.759 
6684.    Andrej Nedic                      -50.768 
6685.    Neil Borwick                      -50.959 
6686.    Pancho Guzman                     -50.964 
6687.    Mate Pavic                        -51.035 
6688.    Karan Rastogi                     -51.048 
6689.    Favel Antonio Freyre Perdomo      -51.062 
6690.    Oscar Chiarella                   -51.109 
6691.    Faisal Rahman                     -51.111 
6692.    Jerome Hanquez                    -51.196 
6693.    Terje Larsen                       -51.23 
6694.    Bob Marcher                       -51.245 
6695.    Robert Armytage                    -51.31 
6696.    Arjun Kadhe                       -51.318 
6697.    Ion Moldovan                      -51.328 
6698.    Colin Zeeman                       -51.35 
6699.    Roberto Arguello                  -51.436 
6700.    Nino Serdarusic                   -51.501 
6701.    Tau Luu                           -51.533 
6702.    John Adams                        -51.573 
6703.    Laurynas Grigelis                 -51.578 
6704.    Paul Van Min                      -51.621 
6705.    Patrick Mohr                      -51.635 
6706.    Chuck De Voe                      -51.684 
6707.    John Eastburn                     -51.771 
6708.    Nick Lindahl                      -51.816 
6709.    Christian Janssens                -51.837 
6710.    Ernesto Lingen                    -51.924 
6711.    Fabrizio Fanucci                   -51.95 
6712.    Ron Bohrnstedt                    -51.955 
6713.    Gunther Prell                     -52.003 
6714.    Juan Antonio Marin                -52.035 
6715.    Anthony Fawcett                   -52.142 
6716.    David Whyte                       -52.156 
6717.    Marcelo Charpentier               -52.194 
6718.    Ray Kelly                         -52.249 
6719.    Carlos Junquet                    -52.261 
6720.    Alexey Vatutin                    -52.345 
6721.    Alex Kim                          -52.498 
6722.    John Sobel                        -52.524 
6723.    Juan Enrique Crosa                -52.533 
6724.    Andrew Rae                         -52.59 
6725.    Roger Smith                       -52.631 
6726.    Martin Schaffl                    -52.635 
6727.    W Marsden                         -52.656 
6728.    Ben Ellwood                       -52.711 
6729.    Kodzo Apeti                       -52.747 
6730.    Miloslav Lacek                    -52.763 
6731.    Thierry Brasseur                  -52.801 
6732.    Gerard Granollers                 -52.825 
6733.    Fernando Verdasco                 -52.845 
6734.    Enrique Caviglia                  -52.885 
6735.    Robert Bettauer                   -52.891 
6736.    Herbert Wiltschnig                -52.907 
6737.    Ayrton Wibowo                      -52.95 
6738.    Igor Kunitsyn                     -53.061 
6739.    Dilshod Sharifi                    -53.18 
6740.    Famiano Meneschincheri            -53.207 
6741.    Luis Bruguera                     -53.213 
6742.    Manlio Bartoni                    -53.227 
6743.    Woo Ryong Lee                     -53.236 
6744.    Joe Bouquin                       -53.249 
6745.    Alexander Kudryavtsev              -53.27 
6746.    Jose Olivares                     -53.298 
6747.    Irakli Kunchulia                  -53.311 
6748.    Dave Michau                       -53.363 
6749.    Agustin Velotti                   -53.471 
6750.    Marco Meneschincheri              -53.502 
6751.    Julian Saborio                    -53.516 
6752.    Edan Leshem                       -53.551 
6753.    Eleuterio Martins                 -53.619 
6754.    Glen Holroyd                      -53.642 
6755.    Mehdi Tahiri                      -53.663 
6756.    Aleksandre Metreveli              -53.695 
6757.    Janis Podzus                      -53.709 
6758.    Lothar Lanz                       -53.726 
6759.    Anthony Billington                -53.812 
6760.    Peter Lindgren                    -53.824 
6761.    Lennart Bergelin                  -53.926 
6762.    Guillermo Rivas                   -53.988 
6763.    Peng Sun                          -54.063 
6764.    Eric Baer                         -54.123 
6765.    Marko Topo                        -54.151 
6766.    Francisco Castillo                -54.175 
6767.    Theo Du Plessis                   -54.175 
6768.    Martins Podzus                    -54.224 
6769.    Den Wen Lin                       -54.225 
6770.    Yasitha De Silva                  -54.252 
6771.    Stuart Bale                       -54.295 
6772.    Massimo Cierro                    -54.303 
6773.    Ross Walker                       -54.334 
6774.    Charles Auffray                    -54.43 
6775.    Seung Bok Baek                    -54.459 
6776.    Tomislav Jotovski                 -54.472 
6777.    Sten Sumberg                      -54.477 
6778.    Torben Theine                     -54.513 
6779.    Courtney John Lock                 -54.53 
6780.    Massimo Di Domenico               -54.555 
6781.    Patrik Fredriksson                -54.593 
6782.    Bobby Odasz                       -54.625 
6783.    Nils Elvik                        -54.632 
6784.    Mike Barr                         -54.666 
6785.    Jeson Patrombon                   -54.843 
6786.    Takanyi Garanganga                 -55.05 
6787.    Warren Jacques                     -55.06 
6788.    Jaymon Crabb                      -55.091 
6789.    Stewart Doyle                     -55.126 
6790.    Minhtuan Pham                     -55.191 
6791.    Dacio Campos                      -55.211 
6792.    Milko Petkov                      -55.306 
6793.    Juan Pablo Queirolo               -55.388 
6794.    Juan Pablo Guzman                 -55.397 
6795.    Marko Djokovic                    -55.468 
6796.    Jose Guerrero                     -55.473 
6797.    Mohammed Rajan Sundera Karuppiah    -55.487 
6798.    Gunther Darkey                    -55.513 
6799.    Dennis Novak                      -55.516 
6800.    James Mccabe                      -55.531 
6801.    Dawood Dawoodian                   -55.58 
6802.    Menelaos Efstathiou               -55.588 
6803.    Ruben Ramirez Hidalgo             -55.606 
6804.    Alain Brichant                    -55.698 
6805.    Tapio Nurminen                    -55.732 
6806.    Oliver Fuchs                      -55.735 
6807.    Hans Hansson                      -55.774 
6808.    Steven Kangwa                       -55.8 
6809.    Alberto Franco                    -55.828 
6810.    Lukas Mugevicius                  -55.866 
6811.    Fabio Sical                       -55.923 
6812.    Andre Van Der Merwe A             -55.978 
6813.    Octavio Piva                      -56.009 
6814.    Jonathan Igbinovia                -56.012 
6815.    Moon Il Kim                       -56.024 
6816.    Ian Parkin                        -56.097 
6817.    Kemal Anbar                       -56.103 
6818.    Billy Nealon                       -56.12 
6819.    Joao Lagos                        -56.125 
6820.    Kenneth Andersson                 -56.132 
6821.    Jacob Rasolondrazana              -56.142 
6822.    Dentry Mortimer                   -56.143 
6823.    Lassantha Fernando                -56.195 
6824.    Ignacio Garcia                    -56.388 
6825.    Khaled Baligh                     -56.422 
6826.    Mike Machette                     -56.433 
6827.    Eoin Collins                      -56.474 
6828.    David Imonitie                    -56.622 
6829.    Peter Mockler                     -56.723 
6830.    Peter Doohan                      -56.749 
6831.    Shoichi Tatsuno                   -56.755 
6832.    Peter Hannon                        -56.8 
6833.    Srinath Prahlad                   -56.808 
6834.    Benjamin Mitchell                 -56.826 
6835.    Roger Guedes                      -56.874 
6836.    Andrei Vasilevski                 -56.889 
6837.    Bob Brien                          -56.93 
6838.    Dragos Nicolae Madaras            -57.088 
6839.    Marian Vajda                      -57.149 
6840.    Daouda Ndiaye                     -57.155 
6841.    Robert Lee                        -57.189 
6842.    Victor Pereira                    -57.228 
6843.    Maxime Janvier                    -57.248 
6844.    Ramkumar Ramanathan               -57.296 
6845.    Barry Cowan                       -57.306 
6846.    Iphton Louis                      -57.343 
6847.    Noujeim Hakimi                    -57.365 
6848.    Salvador Cabeza                   -57.382 
6849.    Noel Rutherford                   -57.408 
6850.    John Schaefer                     -57.437 
6851.    Tracy Delatte                      -57.45 
6852.    Abdel Aslam Mahmoudi              -57.556 
6853.    Mark Buckley                      -57.575 
6854.    Farah Al Somali                   -57.614 
6855.    Abdul Mumin Babalola               -57.62 
6856.    John Boytim                       -57.624 
6857.    David Segal                       -57.632 
6858.    Adam Hornby                       -57.737 
6859.    Jean Noel Said                    -57.753 
6860.    Evert Schneider                   -57.804 
6861.    Po Tao                              -57.9 
6862.    Doug Smith                        -57.917 
6863.    Jesse Flores                      -58.063 
6864.    Tony Bowles                       -58.126 
6865.    Geoffrey Blancaneaux              -58.131 
6866.    Jamie Delgado                     -58.261 
6867.    Patricio Arnold                   -58.274 
6868.    Musaad Al Jazzaf                  -58.281 
6869.    Issa Khodaei                      -58.282 
6870.    Stefan Svensson                   -58.291 
6871.    Richard Ashby                     -58.301 
6872.    Joao Souza                        -58.348 
6873.    Akira Santillan                   -58.374 
6874.    Christopher Lawson                -58.397 
6875.    Wisnu Adi Nugroho                 -58.469 
6876.    Aleksandr Nedovyesov               -58.47 
6877.    Huub Van Boeckel                  -58.472 
6878.    Brett Baudinet                    -58.512 
6879.    Rolando Ruel                       -58.74 
6880.    Kaipo Marshall                    -58.828 
6881.    Philip Bester                     -58.838 
6882.    Ahmed Ramadan                     -58.901 
6883.    Pancho Castillo                   -58.935 
6884.    Ayed Zatar                        -58.941 
6885.    Bernard Montrenaud                -58.965 
6886.    Orlando Agudelo                    -58.97 
6887.    Christophe Rochus                 -59.199 
6888.    Kentaro Masuda                     -59.32 
6889.    Sacha Thoma                       -59.366 
6890.    Gary Kesl                         -59.443 
6891.    Jose Daher                        -59.447 
6892.    Nial Brash                        -59.453 
6893.    Daniel Elsner                     -59.458 
6894.    Sven Koehler                      -59.477 
6895.    Jeremie Malan                     -59.521 
6896.    Paul Deuble                       -59.529 
6897.    Hans Dieter Beutel                -59.573 
6898.    Wayne Hampson                     -59.609 
6899.    Vicente Solves                    -59.661 
6900.    Piet Norval                       -59.687 
6901.    Shozo Shiraishi                    -59.69 
6902.    Miguel Maurtua                     -59.86 
6903.    Daniel Danilovic                  -59.918 
6904.    Efe Ustundag                      -59.936 
6905.    Calvin Hemery                     -60.027 
6906.    Frank Dennhardt                   -60.033 
6907.    Justin Bower                      -60.036 
6908.    Mubarak Al Tobaishi               -60.077 
6909.    Desmond Mckenzey                  -60.119 
6910.    Carlos Alvarado                    -60.19 
6911.    Michele Pirro                     -60.236 
6912.    Nicholas Malcolm                   -60.28 
6913.    Miguel Soares                     -60.344 
6914.    Kiranpal Pannu                    -60.355 
6915.    Rene Busch                         -60.37 
6916.    Tom James                          -60.51 
6917.    Linh Giang Trinh                  -60.534 
6918.    Kristjan Tamm                     -60.718 
6919.    John Hui                          -60.746 
6920.    Haluk Akkoyun                     -60.763 
6921.    Jose Cordeiro                     -60.883 
6922.    Gabriel Flores Ruiz               -60.983 
6923.    Randall King                      -60.998 
6924.    Andres Weisskopf                  -61.016 
6925.    Janos Benyik                      -61.083 
6926.    Rupert Dorey                      -61.132 
6927.    Ian Beverly                       -61.165 
6928.    Olivier Patience                  -61.176 
6929.    Shane Stone                       -61.191 
6930.    Tom Mercer                        -61.221 
6931.    Thiago Alves                      -61.388 
6932.    Francois Godbout                  -61.412 
6933.    Keith Reynolds                    -61.417 
6934.    Nicolas Mejia                     -61.443 
6935.    Gary Donnelly                     -61.525 
6936.    Jaime Oncins                      -61.543 
6937.    Hazuan Hizan                      -61.573 
6938.    Bill Cullen                        -61.59 
6939.    Michael Davies                    -61.612 
6940.    Mike Scheidweiler                 -61.744 
6941.    Viktor Filipenko                  -61.825 
6942.    Clemens Trimmel                   -61.978 
6943.    Mark Webster                      -61.998 
6944.    Colon Nunez                       -62.091 
6945.    Gianluca Naso                     -62.207 
6946.    Armando Cornejo                   -62.243 
6947.    Laurent Lokoli                    -62.243 
6948.    Bernd Kube                        -62.357 
6949.    Barry Phillips Moore              -62.401 
6950.    Jaime Faria                       -62.418 
6951.    Isak Arvidsson                    -62.556 
6952.    Mike Marcin                       -62.587 
6953.    Jacques Grandjean                 -62.619 
6954.    Ricardo Hocevar                   -62.685 
6955.    Harri Heliovaara                  -62.699 
6956.    Sherif Sabry                      -62.724 
6957.    Orville Adams                     -62.747 
6958.    Sidney Gordon                     -62.748 
6959.    Asim Shafik                       -62.776 
6960.    Lindsay Straney                    -62.83 
6961.    Jay Clarke                        -62.894 
6962.    Alex Kuznetsov                    -63.085 
6963.    Kristian Pless                    -63.147 
6964.    David Miketa                      -63.172 
6965.    Christopher Koutrouzas             -63.22 
6966.    Pere Riba                         -63.252 
6967.    Timothy Neilly                    -63.308 
6968.    Miloud Doumbia                    -63.333 
6969.    Max Hurlimann                     -63.334 
6970.    Pietro Marzano                    -63.375 
6971.    Claude De Gronckel                -63.386 
6972.    Lency Tenai                       -63.387 
6973.    Peter Carter                      -63.418 
6974.    Jimmy Parker                       -63.68 
6975.    Herbert Rapp                      -63.856 
6976.    Maurice Hunter                    -63.989 
6977.    Christian Vinck                   -64.058 
6978.    Adel Talaat Farid                  -64.12 
6979.    Nick Fleury                       -64.134 
6980.    Anthony Marshall                  -64.163 
6981.    Eero Vasa                         -64.262 
6982.    Michael Hewitt                    -64.409 
6983.    James Greenhalgh                  -64.488 
6984.    Rudy Foo                          -64.509 
6985.    Eyal Ran                          -64.514 
6986.    Chi Yuan Lin                      -64.575 
6987.    Gordon Birt                       -64.709 
6988.    Jabor Al Mutawa                   -64.835 
6989.    Ney Keller                        -64.848 
6990.    Norberto Herrero                  -64.931 
6991.    Junjo Kawamuri                    -65.013 
6992.    Ignacio Carou                     -65.083 
6993.    Mark Meyers                        -65.14 
6994.    Michael Fancutt                    -65.18 
6995.    Robert Angelo                      -65.18 
6996.    Luke Saville                       -65.18 
6997.    Chris Bovett                      -65.381 
6998.    Tom Christensen                   -65.493 
6999.    Guillaume Couillard               -65.514 
7000.    Hatem Mcdadi                      -65.552 
7001.    Kirill Ivanov Smolensky           -65.691 
7002.    James Ferguson                    -65.717 
7003.    John Erik Rustad                  -65.835 
7004.    Lenny Schloss                     -65.837 
7005.    Shanker Krishnan                  -65.883 
7006.    Juan Herrera                      -65.929 
7007.    Adam Walton                       -65.966 
7008.    Uwe Gottschalk                    -65.982 
7009.    Thomas Shimada                    -66.012 
7010.    Dieter Kindlmann                  -66.105 
7011.    Ali Yenilmez                      -66.112 
7012.    Mikelis Libietis                  -66.199 
7013.    Abraham Sojo                      -66.345 
7014.    Grant Doyle                       -66.384 
7015.    Ronnie Bathman                    -66.464 
7016.    David Guez                        -66.484 
7017.    Carlos Gomez                      -66.548 
7018.    Norbert Oduor                     -66.589 
7019.    Morten Ronneberg                  -66.672 
7020.    Ouassel Hared                     -66.682 
7021.    Colin Mchugo                      -66.722 
7022.    Carl Chang                         -66.76 
7023.    Ugo Nastasi                       -66.854 
7024.    Muzammil Murtaza                  -66.856 
7025.    Petros Chrysochos                 -66.887 
7026.    Dan Goldberg                      -66.932 
7027.    Thierry Stevaux                   -66.942 
7028.    Mohammed Akbar Baba               -66.949 
7029.    Willem Prinsloo                   -67.016 
7030.    Orlin Stanoytchev                 -67.034 
7031.    Raul Antonio Viver                -67.141 
7032.    John Clifton                      -67.173 
7033.    Sunu Wahyu Trijati                -67.215 
7034.    Miles Maclagan                    -67.219 
7035.    Norman Perry                      -67.303 
7036.    Ronan Fearon                      -67.313 
7037.    Mike Vermeer                      -67.489 
7038.    Octavio Martinez                  -67.505 
7039.    David Josepa                      -67.531 
7040.    D Morgan                          -67.553 
7041.    Mait Kunnap                       -67.615 
7042.    Sandro Ehrat                      -67.632 
7043.    Fabrizio Matteoli                 -67.671 
7044.    Enzo Vattuone                     -67.694 
7045.    Jan Zabrodsky                     -67.706 
7046.    Luis Rojas                        -67.733 
7047.    Sam Vuille                         -67.99 
7048.    Alan Jackson                       -67.99 
7049.    Anthony Lane                      -68.187 
7050.    Francisco Gonzalez                -68.254 
7051.    Andrew Castle                     -68.278 
7052.    Richard Hawkes                    -68.286 
7053.    Sasi Kumar Mukund                 -68.297 
7054.    George Khrikadze                  -68.356 
7055.    Jermaine Smith                    -68.362 
7056.    Alexandar Lazov                   -68.387 
7057.    Constant Lestienne                -68.459 
7058.    Ilija Martinoski                  -68.499 
7059.    Bertrand Madsen                   -68.536 
7060.    John Mulvey                       -68.692 
7061.    Jon Levine                        -68.755 
7062.    Dede Suhendar Dinata              -68.777 
7063.    Ingo Wimmer                       -68.819 
7064.    Bronislaw Lewandowski             -68.856 
7065.    Alejandro Olivera                 -69.116 
7066.    Steven Schranz                    -69.215 
7067.    Jean Pierre Loizeau               -69.415 
7068.    Jean Brucher                      -69.458 
7069.    Yu Jr Wang                        -69.461 
7070.    Christos Hadjigeorgiou            -69.489 
7071.    Roberto Azar                      -69.545 
7072.    Supoj Meesawad                    -69.555 
7073.    Manuel Valleramos                 -69.703 
7074.    Andrei Gorban                     -69.711 
7075.    Oren Motevassel                   -69.738 
7076.    Mark Schembri                      -69.76 
7077.    Steve Tidball                     -69.816 
7078.    Talal Ouahabi                     -69.822 
7079.    Piero Toci                        -69.859 
7080.    Mohsen Hossein Zade               -69.922 
7081.    Fong Ling                         -69.923 
7082.    Ignaci Roca                       -69.966 
7083.    Francesco Giordano                -69.985 
7084.    Anis Ghorbel                      -70.031 
7085.    Khaled Al Foudari                 -70.289 
7086.    Luca Vanni                        -70.317 
7087.    Mel Baleson                       -70.365 
7088.    Dan Birchmore                     -70.377 
7089.    Steve Cornell                     -70.486 
7090.    Arnold Saul                       -70.491 
7091.    Stuart Sarnia                     -70.555 
7092.    Gwinyai Tongoona                  -70.568 
7093.    Doug Crawford                     -70.581 
7094.    Andres Vysand                     -70.714 
7095.    Emanuel Rasberger                 -70.757 
7096.    Gerry Perry                       -70.758 
7097.    Mehluli Don Ayanda Sibanda        -70.758 
7098.    Adel Lahdhiri                     -70.775 
7099.    Mervyn Webster                    -70.859 
7100.    Michihisa Onoda                   -71.162 
7101.    Paul Fitz Simmons                 -71.247 
7102.    Tracy Lake                        -71.291 
7103.    Victor Eke                        -71.398 
7104.    Kamel Harrad                      -71.498 
7105.    Marco Filippeschi                 -71.668 
7106.    Malcolm Allen                     -71.689 
7107.    Gaylard Dunn                      -71.722 
7108.    Khalid Al Nabhani                 -71.744 
7109.    Eldad Campbell                     -71.76 
7110.    Simon Clarke                      -71.796 
7111.    Derek Segal                       -71.841 
7112.    Raymundo Deyro                    -71.857 
7113.    Dimitar Grabuloski                -71.929 
7114.    Richard Schmidt                   -72.049 
7115.    Hidehiko Tanizawa                  -72.26 
7116.    Keith Ajegbo                      -72.267 
7117.    Garry Slater                      -72.288 
7118.    Brian Stephenson                  -72.371 
7119.    Juho Paukku                       -72.414 
7120.    Pavel Baranov                     -72.432 
7121.    Tomislav Brkic                    -72.448 
7122.    Carlos Martin Navarro Vergara      -72.49 
7123.    William Brown                     -72.539 
7124.    Thai Son Kwiatkowski              -72.606 
7125.    Thierry Ascione                   -72.658 
7126.    Hugo Nunez                        -72.675 
7127.    Greg Halder                       -72.772 
7128.    Adrien Bossel                      -72.78 
7129.    Filip Prpic                       -72.957 
7130.    Zeeshan Ali                       -72.965 
7131.    Cecil Mamiit                      -73.053 
7132.    Eric Drossart                      -73.17 
7133.    Ken Weatherley                    -73.248 
7134.    Sutarjo Sugiarto                  -73.249 
7135.    Vitaliy Sachko                    -73.298 
7136.    Alessandro Baldoni                -73.316 
7137.    Albert Teo                        -73.335 
7138.    Cliff Letcher                     -73.363 
7139.    Carl Edvard Hedelund              -73.445 
7140.    Senaka Kumara                     -73.484 
7141.    Bill Cowan                        -73.519 
7142.    Hans Peter Kandler                 -73.56 
7143.    Gordon Forbes                     -73.803 
7144.    Armando Perez                     -73.832 
7145.    Mohammed Al Nabhani               -73.837 
7146.    Gorka Fraile                      -73.891 
7147.    John Anthony Southworth            -73.93 
7148.    Sam Barry                          -73.96 
7149.    Adrian Clarke                     -73.991 
7150.    Mark Knowles                       -74.14 
7151.    Julius Tverijonas                 -74.209 
7152.    Wai Ching Lee                     -74.261 
7153.    Stian Boretti                     -74.328 
7154.    Lawrence Tere                     -74.473 
7155.    Mark Wooldridge                    -74.62 
7156.    Jack Darrah                       -74.743 
7157.    Pieter Soeters                    -74.785 
7158.    Sergis Kyratzis                   -74.789 
7159.    Ognen Nikolovski                   -75.14 
7160.    Nebojsa Djordjevic                -75.153 
7161.    Konstantin Kravchuk               -75.166 
7162.    Daniels Tens                      -75.224 
7163.    V Gillespie                       -75.373 
7164.    Yehoshua Shalem                   -75.418 
7165.    Lyuben Petrov                      -75.46 
7166.    Lorenzo Fargas                    -75.571 
7167.    Mahammad Abid                     -75.656 
7168.    Nagy Kabaz                        -75.767 
7169.    Ariez Elyaas Deen Heshaam         -75.938 
7170.    Chana Techasen                    -76.014 
7171.    Alex Lopez Moron                   -76.11 
7172.    Cesar Kist                         -76.13 
7173.    Tomas Lynch                       -76.255 
7174.    Rudolfs Mednis                    -76.255 
7175.    Waldemar Rogowski                 -76.257 
7176.    Brad Pearce                       -76.304 
7177.    Kojo Atiso                        -76.337 
7178.    Vladimir Margalitadze             -76.346 
7179.    Shahzad Khan                       -76.49 
7180.    Jean Kome Loglo                   -76.504 
7181.    Frank McDonald                    -76.774 
7182.    Bhanu Nunna                       -76.793 
7183.    Terry Ryan                        -76.817 
7184.    Michail Pervolarakis              -76.843 
7185.    Corrado Aprili                    -77.108 
7186.    Sandor Noszaly                    -77.123 
7187.    Guillermo Hormazabal              -77.382 
7188.    Naser Al Obaidly                  -77.529 
7189.    Ibrahim Abou Chahine              -77.586 
7190.    Stephen Myers                     -77.675 
7191.    Cesar Cruz                        -77.809 
7192.    Song Kean Tan                     -77.832 
7193.    Miecyslav Rybarczyk               -77.863 
7194.    Francesco Aldi                    -77.969 
7195.    Alexander Schad                   -78.078 
7196.    Fu Shun Tang                      -78.193 
7197.    David Agung Susanto                -78.28 
7198.    Hubertus Hoyt                     -78.303 
7199.    Bader Mohammed Almuqail           -78.312 
7200.    Lorenzo Soriano                   -78.315 
7201.    Nick Van Rosberg                  -78.368 
7202.    Mahesh Bhupathi                   -78.429 
7203.    Marty Pincus                      -78.538 
7204.    Alexander Marcial                 -78.649 
7205.    Tigre Hank                        -78.746 
7206.    Al Parker                         -78.904 
7207.    Zainuddin Meah                    -78.941 
7208.    Alejo Mancisidor                  -78.948 
7209.    Federico Zeballos                 -79.062 
7210.    Victor Crivoi                     -79.183 
7211.    Phillip King                      -79.195 
7212.    J M Learmont                      -79.209 
7213.    Gilles Kremer                     -79.239 
7214.    Omar Awadhy                       -79.422 
7215.    Michael Burgener                  -79.476 
7216.    Jai Dilouie                       -79.556 
7217.    Hillel Rousseau                    -79.61 
7218.    Christopher Gatt                  -79.739 
7219.    Federico Gaio                     -79.822 
7220.    Georges Logelin                   -79.867 
7221.    Mauricio Estivariz                -80.118 
7222.    Theo Storck                       -80.158 
7223.    Mike Van Kauvenbergh              -80.295 
7224.    Lucas Gomez                       -80.352 
7225.    Laszlo Markovits                  -80.566 
7226.    Mike Green                        -80.576 
7227.    Selvarajoo Selvarajoo             -80.674 
7228.    Adrian Garcia                     -80.717 
7229.    Aziz Zouhir                       -80.848 
7230.    Emmanuel Heussner                 -80.858 
7231.    Ulrich Marten                     -80.903 
7232.    Konstantinos Effraimoglou         -80.952 
7233.    Ivan Baron                        -81.027 
7234.    Abdul Khalek Nadini               -81.149 
7235.    Sandor Martinez Breijo            -81.177 
7236.    Cary Leeds                        -81.231 
7237.    John Blizard                      -81.289 
7238.    Daniel Munoz de la Nava           -81.691 
7239.    Francisco Mastelli                 -81.89 
7240.    Philippos Tsangaridis             -81.963 
7241.    Roberto Cid                       -82.189 
7242.    Gewan Maharaj                      -82.36 
7243.    Elias Bramly                      -82.632 
7244.    Don Turner                        -82.916 
7245.    Alexander Lehnhoff                -82.931 
7246.    Edvaldo Oliveira                  -82.935 
7247.    Stanley Pasarell                    -83.0 
7248.    Daniel Montes De Oca              -83.009 
